ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
Young Thug,Hate The Game,161314264,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,16,6560464,35455003,6560464,,,,,,,35455003,,,,,,,0,,,,,,,3051943,8826112,8826112,,,,,,
Coldabank,Without You,161314312,2021-11-04,2021-10-29T00:00:00.000Z,1876,12124,6,6,1,true,19,2630,1078678,2630,2625,2624,2621,2619,2609,2608,1078678,1083723,1087646,1090279,1092397,1093247,1089456,1876,1852,1691,1526,1605,1907,1667,28253,2400,2400,2399,2392,2389,2381,2367,2366
"Matoma,Steve Garrigan",Never Surrender,161344513,2021-12-16,2021-12-10T00:00:00.000Z,7740,9172,6,6,1,true,18,,,,670131,669991,,,,,,8199569,8197655,,,,,7740,7917,9635,9222,6815,11272,24095,26064,,,,,130398,,130392,130391
Young Thug,Die Slow,161400770,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,7,20300,307759,20300,,,,,,,307759,,,,,,,0,,,,,,,4873403,8826112,8826112,,,,,,
Young Thug,Stressed,161400771,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,10,3616,421400,3616,,,,,,,421400,,,,,,,0,,,,,,,6855384,75798,75798,,,,,,
Young Thug,Day Before,161400772,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,17,6422641,17441344,6422641,,,,,,,17441344,,,,,,,0,,,,,,,4566450,8826112,8826112,,,,,,
Young Thug,Love You More,161400773,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,18,3509863,24585962,3509863,,,,,,,24585962,,,,,,,0,,,,,,,3519195,8826112,8826112,,,,,,
Young Thug,Icy Hot,161400774,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,8,10692911,63754595,10692911,,,,,,,63754595,,,,,,,0,,,,,,,2696465,15252274,15252274,,,,,,
Young Thug,Bubbly,161400775,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,33,6560464,35455003,6560464,,,,,,,35455003,,,,,,,0,,,,,,,15324732,8826112,8826112,,,,,,
Young Thug,Scoliosis,161400776,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,16,6757,447264,6757,,,,,,,447264,,,,,,,0,,,,,,,4157127,8826112,8826112,,,,,,
Young Thug,Insure My Wrist,161400777,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,15,3509863,24585962,3509863,,,,,,,24585962,,,,,,,0,,,,,,,3963651,8826112,8826112,,,,,,
Young Thug,Livin It Up,161400778,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,26,9941176,17743186,9941176,,,,,,,17743186,,,,,,,0,,,,,,,6722827,22867833,22867833,,,,,,
Young Thug,Rich N***a Shit,161400779,2021-10-14,2021-10-14T00:00:00.000Z,159,0,0,6,1,true,17,6560464,35455003,6560464,,,,,,,35455003,,,,,,,159,,,,,,,6315197,11945049,11945049,,,,,,
Young Thug,Peepin Out The Window,161400780,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,12,3243,25034,3243,,,,,,,25034,,,,,,,0,,,,,,,4977785,8826112,8826112,,,,,,
Young Thug,Recognize Real,161400781,2021-10-14,2021-10-14T00:00:00.000Z,0,0,0,6,1,true,15,3509863,24585962,3509863,,,,,,,24585962,,,,,,,0,,,,,,,4903851,8826112,8826112,,,,,,
Tiesto & Lucas & Steve,Oohla Oohla,161400792,2021-10-14,2021-10-14T00:00:00.000Z,6633,6634,0,6,1,true,46,398522,5729577,398522,,,,,,,5729577,,,,,,,6633,,,,,,,455795,259224,259224,,,,,,
Hotboy Wes,Rolling Loud,161400793,2021-10-14,2021-10-14T00:00:00.000Z,9969,9969,0,6,1,true,7,90221,874881,90221,,,,,,,874881,,,,,,,9969,,,,,,,1903986,,,,,,,,
Sam Feldt,Call On Me,161400794,2021-10-21,2021-10-15T00:00:00.000Z,37633,107,6,6,1,true,53,8713,103311,8713,12765,12721,8705,653368,12588,8705,103311,6026058,5992387,96282,13486323,5850001,91773,37633,38468,41239,38583,30297,44172,76820,167485,21353,21353,499561,21336,21327,499776,21298,21290
Big Scarr,From Da South,161402547,2021-10-14,2021-10-14T00:00:00.000Z,374,374,0,6,1,true,8,90221,874881,90221,,,,,,,874881,,,,,,,374,,,,,,,1052812,671679,671679,,,,,,
Bigwalkdog,So Icy,161402548,2021-10-14,2021-10-14T00:00:00.000Z,305,305,0,6,1,true,2,21735,698383,21735,,,,,,,698383,,,,,,,305,,,,,,,539684,293325,293325,,,,,,
Bigwalkdog,How,161540393,2021-10-21,2021-10-15T00:00:00.000Z,13562,0,6,6,1,true,4,23137,1069140,23137,22905,22715,22517,22332,22085,21911,1069140,989673,919337,877537,818329,708867,703323,13562,13246,14060,10945,5,0,0,81698,296672,296672,296317,295729,295504,294754,293938,293617
Fl Dusa,Dusa (Feat. Kevin Gates),161546115,2021-10-21,2021-10-18T00:00:00.000Z,39532,0,3,6,1,true,46,4499290,6322909,4499290,4497447,4495650,354,,,,6322909,6325118,6330718,3217,,,,39532,40289,54033,23829,,,,284301,25996,25996,9135353,9132844,9130090,,,
Bic Fizzle,Clark Street Baby (Feat. Big Scarr),161546119,2021-10-21,2021-10-15T00:00:00.000Z,25174,0,6,6,1,true,29,92754,1117866,92754,496,459,91571,416,371,370,1117866,227175,203853,1005984,154052,106837,108188,25174,24746,25034,20636,7,0,0,142178,220328,220328,220101,676845,676157,219229,674457,217325
Hotboy Wes,Squad Shit,161560243,2021-10-21,2021-10-15T00:00:00.000Z,9259,0,6,6,1,true,8,4664,517685,4664,4595,4555,4512,4455,4360,4328,517685,474925,434337,393748,338080,234855,242215,9259,9972,10411,8317,6,0,0,49939,,,,,,,,
Bic Fizzle,Tunnel Vision,161560245,2021-10-21,2021-10-15T00:00:00.000Z,11010,0,6,6,1,true,12,531,264940,531,496,459,445,416,371,370,264940,227175,203853,180531,154052,106837,108188,11010,11298,11875,9476,6,0,0,52831,220328,220328,220101,220207,219503,219229,218327,217325
Big Scarr,Tony Montana,161560246,2021-10-21,2021-10-15T00:00:00.000Z,27312,0,6,6,1,true,6,92754,1117866,92754,92361,91963,91571,91216,90797,90488,1117866,1079546,1040015,1005984,954808,861754,868046,27312,27795,30044,27215,8,0,0,139501,678106,678106,677598,676845,676157,676294,674457,673463
Bic Fizzle,So Icy Fizzle (Feat. Cootie),161564863,2021-10-21,2021-10-15T00:00:00.000Z,13163,0,6,6,1,true,16,1655,371019,1655,496,459,1576,416,371,370,371019,227175,203853,323852,154052,106837,108188,13163,13878,14379,11790,8,0,0,64423,67059,67059,220101,220207,219503,65913,218327,217325
Bic Fizzle,Rich Criminals (Feat. Cootie & Big30),161565403,2021-10-21,2021-10-15T00:00:00.000Z,26351,0,6,6,1,true,16,531,264940,531,1632,128263,127601,416,1513,1492,264940,347888,1979408,1982274,154052,289569,290565,26351,26674,29156,24341,10,0,0,133034,67059,67059,66745,220207,219503,219229,218327,
Bigwalkdog,Woah,161580366,2021-10-21,2021-10-15T00:00:00.000Z,19045,0,6,6,1,true,2,23137,1069140,23137,22905,22715,22517,22332,22085,21911,1069140,989673,919337,877537,818329,708867,703323,19045,19089,20296,15241,10,0,0,127440,296672,296672,296317,295729,295504,294754,293938,293617
Hotboy Wes,Zorilla,161580368,2021-10-21,2021-10-15T00:00:00.000Z,9226,0,6,6,1,true,9,4664,517685,4664,4595,4555,4512,4455,4360,4328,517685,474925,434337,393748,338080,234855,242215,9226,9487,10271,7760,5,0,0,47336,,,,,,,,
Big Scarr,What U Gon Do,161580371,2021-10-21,2021-10-15T00:00:00.000Z,24580,0,6,6,1,true,6,92754,1117866,92754,92361,91963,91571,91216,90797,90488,1117866,1079546,1040015,1005984,954808,861754,868046,24580,26172,29789,25925,9,0,0,118805,678106,678106,677598,676845,676157,676294,674457,673463
Bic Fizzle,Sno Cone,161584945,2021-10-14,2021-10-14T00:00:00.000Z,518,1080434,0,6,1,true,3,3999452,11229350,3999452,,,,,,,11229350,,,,,,,518,,,,,,,1080434,15132633,15132633,,,,,,
TLE Cinco,Airplane Me,161807821,2021-10-21,2021-10-19T00:00:00.000Z,23725,0,2,6,1,true,4,32822,38888,32822,32784,32753,,,,,38888,38917,38984,,,,,23725,21024,1,,,,,236054,164447,164447,164424,164435,,,,
Swedish House Mafia & The Weeknd,Moth To A Flame,161884358,2021-12-16,2021-12-10T00:00:00.000Z,401622,3057178,6,6,1,true,0,39486536,78827772,39486536,39452393,39419014,3440879,39346459,39308599,39273378,78827772,78925432,79092796,20830676,79469861,79783966,79940201,401622,407418,405784,391282,351059,410284,442530,2335661,913558,913558,35160469,913465,913393,913359,913322,35093113
Malu Trevejo,Complicado (Feat. Luar La L),161921083,2021-10-28,2021-10-22T00:00:00.000Z,15802,28,6,6,1,true,29,125488,266680,125488,63163,125318,62518,62206,124825,61492,266680,1867349,261490,1856415,1849699,246433,1839236,15802,16498,17919,19607,17021,22538,30735,73149,545027,545027,10669320,544526,10663795,10663402,540832,10659683
Chapter And Verse,Rain,161921308,2021-11-04,2021-10-29T00:00:00.000Z,1540,9652,6,6,1,true,12,7370,461034,7370,7346,7337,7324,7311,7304,7285,461034,459420,459289,459624,460469,462133,466134,1540,1452,1418,1311,1165,1463,1303,12279,41409,41409,41411,41313,41254,41215,41173,41159
Lil Xxel,Wishlist,161921543,2021-10-28,2021-10-22T00:00:00.000Z,720,6237,6,6,1,true,14,55684,1262250,55684,55662,55649,55637,55633,55627,55614,1262250,1265257,1268859,1272053,1273804,1276176,1278302,720,811,963,1031,937,1176,1223,6237,132212,132212,132236,132284,132270,132308,132337,132349
Reiley,You,161921623,2021-11-04,2021-10-29T00:00:00.000Z,2591,14697,6,6,1,true,20,4837,118717,4837,4809,4796,4777,4754,4702,4680,118717,121104,123185,125321,127133,128215,127977,2591,2239,2275,1933,1490,1733,2437,11662,381791,381791,382116,382351,382570,382929,383342,383578
David Guetta,Family,161921625,2021-10-28,2021-10-28T00:00:00.000Z,1367,1363,0,6,1,true,23,6021084,15310372,6021084,,,,,,,15310372,,,,,,,1367,,,,,,,1295107,5898967,5898967,,,,,,
SK8,Pages (Feat. Rook),161921626,2021-11-04,2021-10-29T00:00:00.000Z,1970,13856,6,6,1,true,0,,,,,,42144,42133,,42104,,,,393560,405367,,452679,1970,1848,1927,1704,1326,2191,2891,10375,,,870749,870768,870749,870692,,870814
"Jamie Miller, Atlantic Holiday",Home By Midnight,161921627,2021-11-11,2021-11-05T00:00:00.000Z,5036,4,6,6,1,true,24,145342,7116836,145342,144335,143271,142293,141270,140240,139339,7116836,7117368,7124904,7146406,7159719,7172144,7179886,5036,4400,2813,2549,2533,2754,2827,39034,549814,549814,549857,549908,549949,549934,549879,549870
Sia,Pin Drop,161921631,2021-11-11,2021-11-05T00:00:00.000Z,2951,13,6,6,1,true,30,21325919,37756143,21325919,21318170,21310793,21302138,21293301,21285332,21277722,37756143,37749889,37770364,37741445,37789794,37933337,37924633,2951,3193,4299,6909,7165,8105,12887,16511,6536753,6536753,6535764,6532576,6530652,6528798,6527750,6525211
Sia,Santa Visits Everyone,161921632,2021-11-11,2021-11-05T00:00:00.000Z,10902,25,6,6,1,true,0,21325919,37756143,21325919,21318170,21310793,21302138,21293301,21285332,21277722,37756143,37749889,37770364,37741445,37789794,37933337,37924633,10902,9724,8249,8475,7717,8414,11981,51788,6536753,6536753,6535764,6532576,6530652,6528798,6527750,6525211
Quando Rondo,Time Spent,161921634,2021-10-28,2021-10-26T00:00:00.000Z,50395,0,2,6,1,true,9,1613181,1625439,1613181,1612006,1610896,,,,,1625439,1626580,1628568,,,,,50395,25775,0,,,,,311397,3382940,3382940,3381080,3377448,,,,
Teamarrr,Show Me Love (Feat. Rocket),161921636,2021-10-28,2021-10-28T00:00:00.000Z,61,61,0,6,1,true,1,70752,230364,70752,,,,,,,230364,,,,,,,61,,,,,,,34092,61610,61610,,,,,,
Gnash,Palm Trees,161921639,2021-11-18,2021-11-12T00:00:00.000Z,7629,28,6,6,1,true,15,1603050,5909823,1603050,1603184,1603241,1603279,1603395,1603502,1603513,5909823,5908257,5907325,5903719,5897981,5876456,5883553,7629,8229,8455,9440,8390,12234,20970,21739,268033,268033,268100,268178,268209,268201,268263,268337
Gang51e June,4reign Gangsta (Feat. Kevin Ga,161921642,2021-11-04,2021-10-29T00:00:00.000Z,61501,401030,6,6,1,true,24,4525678,6252271,4525678,6304,4521797,6240,4518194,6127,4514313,6252271,149224,6259522,133739,6266641,84346,6280418,61501,56148,48093,48672,42785,60186,83663,302166,66577,66577,66860,9182250,65507,64775,63741,9169596
Royal & The Serpent,Im Not Sorry,161921643,2021-11-18,2021-11-12T00:00:00.000Z,12743,15,6,6,1,true,0,97758,2700991,97758,97640,97490,97370,97232,97097,96959,2700991,2691206,2680377,2671790,2660678,2649695,2646359,12743,12993,13449,14006,11759,12895,15683,70357,48104,48104,48114,48071,48060,48007,47997,47961
JayDaYoungan,Red Flag,161921645,2021-10-28,2021-10-22T00:00:00.000Z,55522,22,6,6,1,true,32,925052,1638154,925052,,924030,,,,921801,1638154,,1630683,,,,1626477,55522,59392,60035,64120,53221,62271,65892,261966,2533616,2533616,2533086,2532160,2531179,2530735,,2529489
MARIAS,Dákiti – Spotify Singles,161921647,2021-10-28,2021-10-27T00:00:00.000Z,15996,0,1,6,1,true,44,608051,3401565,608051,607399,,,,,,3401565,3425183,,,,,,15996,22451,,,,,,142181,343726,343726,343560,,,,,
TLE Cinco,Freak Out Pt. 2,161921798,2021-11-04,2021-10-29T00:00:00.000Z,17514,163821,6,6,1,true,20,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,17514,18563,20036,22726,21725,27951,35316,98471,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Don'T Do That,161921799,2021-11-04,2021-10-29T00:00:00.000Z,12341,126904,6,6,1,true,11,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,12341,13303,14793,17058,16389,22132,30896,67683,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Own Time,161921800,2021-11-04,2021-10-29T00:00:00.000Z,9042,96629,6,6,1,true,8,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,9042,9966,10982,12466,12492,17049,24637,48711,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Demon Time,161921801,2021-11-04,2021-10-29T00:00:00.000Z,7778,85243,6,6,1,true,8,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,7778,8526,9462,11284,11069,15140,21990,42090,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Pull Up,161921802,2021-11-04,2021-10-29T00:00:00.000Z,9180,92607,6,6,1,true,13,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,9180,9893,10874,12798,12194,16020,21650,50180,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,How We Rollin (Feat. Lil Jairm,161921803,2021-11-04,2021-10-29T00:00:00.000Z,12718,111329,6,6,1,true,19,38678,290047,38678,33346,33313,33266,33213,38183,33112,290047,42625,42280,41678,40815,270985,39827,12718,13053,13800,15332,14294,18035,24101,68981,166511,166511,265699,166400,166256,166013,265095,165228
TLE Cinco,I'M Different,161921804,2021-11-04,2021-10-29T00:00:00.000Z,6411,68441,6,6,1,true,7,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,6411,7057,7901,9005,8623,11715,17732,34058,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Tweakin,161921805,2021-11-04,2021-10-29T00:00:00.000Z,7412,76629,6,6,1,true,10,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,7412,8032,9009,10387,9885,13286,18619,39207,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Slip & Sliding,161921806,2021-11-04,2021-10-29T00:00:00.000Z,7056,73990,6,6,1,true,9,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,7056,8018,8609,9843,9601,12752,18112,38677,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Bouncy,161921807,2021-11-04,2021-10-29T00:00:00.000Z,11166,104324,6,6,1,true,16,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,11166,11934,13184,14835,13599,17502,22107,64057,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Fuck'Em,161921808,2021-11-04,2021-10-29T00:00:00.000Z,11135,106386,6,6,1,true,12,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,11135,11579,13126,14978,13827,17968,23775,72633,166511,166511,166446,166400,166256,166013,165433,165228
TLE Cinco,Not My Kind,161921809,2021-11-04,2021-10-29T00:00:00.000Z,6432,61352,6,6,1,true,15,33405,42967,33405,33346,33313,33266,33213,33149,33112,42967,42625,42280,41678,40815,39996,39827,6432,7046,7793,9225,8686,11024,11148,33330,166511,166511,166446,166400,166256,166013,165433,165228
Killboy,Just Say It,161923262,2021-12-02,2021-11-26T00:00:00.000Z,5121,33,6,6,1,true,12,14115,156843,14115,14047,14003,13953,13889,13858,13822,156843,151725,146304,142393,137240,129947,131274,5121,5343,6304,6650,5290,6178,5470,17370,55817,55817,55487,55455,55372,55265,55251,55211
Moneybagg Yo,Switches & Dracs,161923512,2022-04-28,2022-04-28T00:00:00.000Z,166985,1311820,0,6,1,true,0,820272,6179160,820272,,,,,,,6179160,,,,,,,166985,,,,,,,2816246,13288463,13288463,,,,,,
Wale,New Balances,161924604,2021-10-21,2021-10-21T00:00:00.000Z,266,267,0,6,1,true,19,3303227,8974934,3303227,,,,,,,8974934,,,,,,,266,,,,,,,1504609,4315679,4315679,,,,,,
Brett Eldredge,I Heard Bells On Christmas Day,161968716,2021-10-28,2021-10-22T00:00:00.000Z,1207,5,6,6,1,true,15,1319358,2827695,1319358,1319130,1318909,1318674,1318376,1318129,1317882,2827695,2823905,2816088,2811974,2807339,2803781,2797321,1207,1188,1307,1533,1315,1756,3659,11821,1460582,1460582,1460669,1460782,1460821,1460878,1460909,1460950
Brett Eldredge,Santa Claus Is Comin' To Town,161968717,2021-10-28,2021-10-22T00:00:00.000Z,1156,5,6,6,1,true,15,1319358,2827695,1319358,1319130,1318909,1318674,1318376,1318129,1317882,2827695,2823905,2816088,2811974,2807339,2803781,2797321,1156,1099,1265,1386,1237,1642,3320,10635,1460582,1460582,1460669,1460782,1460821,1460878,1460909,1460950
Brett Eldredge,O Come All Ye Faithful,161968719,2021-10-28,2021-10-22T00:00:00.000Z,1315,4,6,6,1,true,8,1319358,2827695,1319358,1319130,1318909,1318674,1318376,1318129,1317882,2827695,2823905,2816088,2811974,2807339,2803781,2797321,1315,1271,1408,1574,1345,1742,3379,12575,1460582,1460582,1460669,1460782,1460821,1460878,1460909,1460950
Sueco,Sober/Hungover,162438887,2021-11-04,2021-10-29T00:00:00.000Z,220875,1776673,6,6,1,true,44,637996,8359617,637996,637771,331130,637420,637175,328671,325736,8359617,8381322,4415350,8425619,8459885,4202600,4222376,220875,231576,250256,259982,207405,281896,324700,1149876,523451,523451,233750,233761,233733,233554,233525,233633
Arden Jones,Either Way,162539438,2021-11-11,2021-11-05T00:00:00.000Z,10180,25,6,6,1,true,37,13826,701569,13826,13779,13731,13678,13631,12579,12478,701569,694565,686213,680416,674756,666907,667400,10180,11191,12006,12480,10445,12339,15166,46860,32285,32285,32257,32216,32175,32123,31931,31729
Lil Uzi Vert,Demon High,162539439,2021-11-04,2021-10-29T00:00:00.000Z,728580,6611922,6,6,1,true,47,12248095,22392528,12248095,12243712,12239499,12235205,12229635,12223969,12219525,22392528,22377071,22361614,22361049,22329052,22237600,22278706,728580,723900,767666,855111,761349,1030307,1745268,2890063,15660832,15660832,15661713,15660797,15658209,15649356,15648954,15651929
Pnb Rock & Dj Luke Nasty,High,162539440,2021-11-04,2021-11-04T00:00:00.000Z,143,258,0,6,1,true,19,3130489,6190253,3130489,,,,,,,6190253,,,,,,,143,,,,,,,926471,128497,128497,,,,,,
Kojey Radical,Gangsta,162539603,2021-11-11,2021-11-11T00:00:00.000Z,140,140,0,6,1,true,22,69872,741317,69872,,,,,,,741317,,,,,,,140,,,,,,,3233,98318,98318,,,,,,
Charli XCX,Crash,162539604,2022-03-24,2022-03-18T00:00:00.000Z,127807,498,6,6,1,true,52,2587877,18029286,2587877,2586351,2584890,2582995,2580622,2576609,2575128,18029286,17956100,17882913,17789485,17667267,17447795,17469332,127807,137711,152559,178678,176504,215203,336848,654107,3995749,3995749,3997127,3988083,3984518,3978896,3970196,3967755
Charli XCX,New Shapes,162539605,2021-11-04,2021-11-04T00:00:00.000Z,134565,134555,0,6,1,true,37,156185,1322016,156185,,,,,,,1322016,,,,,,,134565,,,,,,,1335860,3800771,3800771,,,,,,
Charli XCX,Twice,162539606,2022-03-24,2022-03-18T00:00:00.000Z,85127,313,6,6,1,true,44,2587877,18029286,2587877,2586351,2584890,2582995,2580622,2576609,2575128,18029286,17956100,17882913,17789485,17667267,17447795,17469332,85127,92843,104538,118755,112048,138231,199440,441287,3995749,3995749,3997127,3988083,3984518,3978896,3970196,3967755
Charli XCX,Constant Repeat,162539607,2022-03-24,2022-03-18T00:00:00.000Z,137016,428,6,6,1,true,55,2587877,18029286,2587877,2586351,2584890,2582995,2580622,2576609,2575128,18029286,17956100,17882913,17789485,17667267,17447795,17469332,137016,149401,164885,185612,177175,214751,308367,710890,3995749,3995749,3997127,3988083,3984518,3978896,3970196,3967755
Charli XCX,Move Me,162539609,2022-03-24,2022-03-18T00:00:00.000Z,112366,385,6,6,1,true,47,2587877,18029286,2587877,2586351,2584890,2582995,2580622,2576609,2575128,18029286,17956100,17882913,17789485,17667267,17447795,17469332,112366,120960,135192,152769,145897,177474,257152,585566,3995749,3995749,3997127,3988083,3984518,3978896,3970196,3967755
Charli XCX,Lightning,162539611,2022-03-24,2022-03-18T00:00:00.000Z,137626,358,6,6,1,true,49,2587877,18029286,2587877,2586351,2584890,2582995,2580622,2576609,2575128,18029286,17956100,17882913,17789485,17667267,17447795,17469332,137626,146411,154676,160896,151826,183550,259849,712244,3995749,3995749,3997127,3988083,3984518,3978896,3970196,3967755
Charli XCX,Every Rule,162539612,2022-03-17,2022-03-14T00:00:00.000Z,42997,0,3,6,1,true,23,2574372,17471211,2574372,2574047,2573721,2572910,,,,17471211,17473090,17494576,17516268,,,,42997,34176,46654,60610,,,,819742,3965660,3965660,3966547,3962269,3960730,,,
Charli XCX,Used To Know Me,162539613,2022-03-17,2022-03-17T00:00:00.000Z,42037,0,0,6,1,true,44,2574372,17471211,2574372,,,,,,,17471211,,,,,,,42037,,,,,,,1985588,3965660,3965660,,,,,,
Ayo Beatz X Clean Bandit,"Drive (Feat. Chip, Russ Millio",162539614,2021-11-11,2021-11-05T00:00:00.000Z,15348,56,6,6,1,true,38,62300,1380703,62300,294023,293936,293856,4533397,44578,238973,1380703,1704545,1654062,1611305,23072898,5457186,7070927,15348,15870,16796,18778,15161,23795,49795,35502,1238015,1238015,791926,61786,188635,784360,553365,779150
Jasmine Thompson And Calum Scott,Love Is Just A Word,162539834,2021-11-18,2021-11-12T00:00:00.000Z,33679,149,6,6,1,true,52,3722184,25483792,3722184,3719687,3716992,804278,803969,3706746,803523,25483792,25494356,25481420,5071087,5046680,25415332,4977961,33679,33954,33058,34435,29272,34818,43739,197281,537176,537176,537183,817127,537263,537199,537093,537015
"Jax, Atlantic Holiday",I Feel Like A Kid Again,162539835,2021-11-11,2021-11-11T00:00:00.000Z,832,832,0,6,1,true,21,79671,1121290,79671,,,,,,,1121290,,,,,,,832,,,,,,,47260,,,,,,,,
Sebastian Javier,Christmas Time,162539836,2021-11-18,2021-11-12T00:00:00.000Z,1093,0,6,6,1,true,6,3594,16967,3594,3592,3585,3583,3574,3569,3565,16967,15972,14739,13128,11696,10893,10883,1093,983,898,1132,1404,1201,691,14517,206646,206646,206673,206697,206738,206797,206812,206850
Marina,Highly Emotional People (Le Sa,162539842,2021-11-11,2021-11-05T00:00:00.000Z,8449,19,6,6,1,true,20,3117672,10217772,3117672,3115409,,3110809,,3106761,,10217772,10206816,,10203905,,10207122,,8449,9114,9992,11149,10179,14948,25854,29253,1650184,1650184,,,1649593,,1649701,
Avril Lavigne,Bite Me,162539845,2021-11-11,2021-11-09T00:00:00.000Z,348375,0,2,6,1,true,0,7926859,14604109,7926859,7922632,7918515,,,,,14604109,14600534,14611561,,,,,348375,190076,0,,,,,2395628,9958850,9958850,9950640,9952001,,,,
Joel Corry,I Wish,162586632,2021-11-04,2021-10-29T00:00:00.000Z,108295,792479,6,6,1,true,59,224592,26800427,224592,1444751,224020,1443792,1443281,222941,1442217,26800427,12652702,26680162,12409878,12228509,26378230,11967826,108295,109527,113656,110401,89411,120261,140955,533677,1042565,1042565,362585,362527,362074,1042410,361166,1042687
Kodak Black,Halloween Bill Kill,162634770,2021-11-04,2021-10-30T00:00:00.000Z,58483,272304,5,6,1,true,40,7425574,15786522,7425574,7422926,7420480,7418235,7415686,7413197,,15786522,15782218,15783737,15765009,15752787,15752874,,58483,60861,58709,44901,32182,17188,,316470,11073653,11073653,11071225,11066756,11064227,11060361,11054466,
Sniper Gang,Bussin' Anything (Feat. Kodak Black & Syko Bob),162634831,2021-11-04,2021-10-30T00:00:00.000Z,31775,140640,5,6,1,true,23,1318,2283,1318,7422926,1278,28155,7415686,7413197,,2283,15782218,2160,9602,15752787,15752874,,31775,33833,31319,22416,14024,7287,,179402,,,,,,,,
Sniper Gang,"In The Field (Feat. Kodak Black, Nuely & Yo Baby)",162634832,2021-11-04,2021-10-30T00:00:00.000Z,11830,60442,5,6,1,true,16,28400,26394,28400,7422926,292,292,7415686,7413197,,26394,15782218,152,149,15752787,15752874,,11830,12994,13816,10718,7090,3998,,60136,,,,,,,,
Sniper Gang,"Nightmare Stories (Feat. Kodak Black, Syko Bob & Snapkatt)",162635143,2021-11-04,2021-10-30T00:00:00.000Z,39558,179197,5,6,1,true,26,51,324,51,51,1278,51,7415686,7413197,,324,323,2160,323,15752787,15752874,,39558,41976,40542,32597,16279,8255,,195103,,,,,,,,
Kodak Black,Super Gremlin,162635144,2021-11-04,2021-10-30T00:00:00.000Z,538949,1609527,5,6,1,true,67,7425574,15786522,7425574,7422926,7420480,7418235,7415686,7413197,,15786522,15782218,15783737,15765009,15752787,15752874,,538949,486978,331548,143759,72199,36309,,4483946,11073653,11073653,11071225,11066756,11064227,11060361,11054466,
