ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,IG_FOLLOWER_COUNT,TT_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6,TTFOLDAY0,TTFOLDAY1,TTFOLDAY2,TTFOLDAY3,TTFOLDAY4,TTFOLDAY5,TTFOLDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET
One OK Rock,Head High,96396024,2019-02-21,2019-02-15T00:00:00.000Z,5677,41,6,6,1,true,40,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,5677,5956,6182,6222,5875,7943,11972,28076
One OK Rock,Grow Old Die Young,96396025,2019-02-21,2019-02-15T00:00:00.000Z,5172,40,6,6,1,true,42,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,5172,5335,5605,5535,5251,6943,10611,26424
One OK Rock,Push Back,96396026,2019-02-21,2019-02-15T00:00:00.000Z,5227,32,6,6,1,true,41,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,5227,5287,5177,5209,5036,6694,9896,25602
One OK Rock,Letting Go,96396027,2019-02-21,2019-02-15T00:00:00.000Z,5212,31,6,6,1,true,44,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,5212,5526,5734,5666,5514,6860,9473,28116
One OK Rock,Worst In Me,96396028,2019-02-21,2019-02-15T00:00:00.000Z,4323,29,6,6,1,true,40,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,4323,4558,4887,4816,4670,6292,8807,23968
One OK Rock,In The Stars,96396029,2019-02-21,2019-02-15T00:00:00.000Z,3941,33,6,6,1,true,38,1190795,,1190795,1189279,1187695,1185954,350376,350055,349659,,,,,,,,3941,4142,4491,4502,4198,5650,7510,18514
One OK Rock,Giants,96396030,2019-02-21,2019-02-15T00:00:00.000Z,4164,24,6,6,1,true,43,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,4164,4332,4704,4767,4277,5759,8144,20744
One OK Rock,Unforgettable,96396031,2019-02-21,2019-02-15T00:00:00.000Z,4300,26,6,6,1,true,41,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,4300,4220,4392,4244,4071,5171,6232,21690
One OK Rock,The Last Time,96396032,2019-02-21,2019-02-15T00:00:00.000Z,3697,25,6,6,1,true,38,1190795,,1190795,1189279,1187695,1185954,1183807,1181143,1147688,,,,,,,,3697,3975,4214,4192,4054,5311,7790,17526
Weezer,High As A Kite,96396033,2019-02-21,2019-02-21T00:00:00.000Z,21951,0,0,6,1,true,0,297603,,297603,,,,,,,,,,,,,,21951,,,,,,,479354
Weezer,Blue Dream,96396036,2021-05-13,2021-05-07T00:00:00.000Z,30291,282,6,6,1,true,31,467914,338053,467914,467453,466992,466669,466672,465601,465310,338053,332744,328737,328377,328022,327583,327114,30291,32087,36096,44667,40838,65407,104087,120609
Weezer,Precious Metal Girl,96396040,2021-05-13,2021-05-07T00:00:00.000Z,23619,252,6,6,1,true,29,467914,338053,467914,467453,466992,466669,466672,465601,465310,338053,332744,328737,328377,328022,327583,327114,23619,25539,29142,35331,31677,50779,79797,98866
Avril Lavigne,Birdie,96397007,2019-02-21,2019-02-15T00:00:00.000Z,43905,587,6,6,1,true,41,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,43905,38808,44540,46206,41659,56964,90195,169775
Avril Lavigne,I Fell In Love With The Devil,96397008,2019-02-21,2019-02-15T00:00:00.000Z,43841,543,6,6,1,true,15,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,43841,39737,45473,47150,42639,57185,88293,173345
Avril Lavigne,Dumb Blonde,96397010,2019-02-14,2019-02-12T00:00:00.000Z,104156,0,2,6,1,true,0,6692205,,6692205,98739303,98684620,,,,,,,,,,,,104156,156709,148431,,,,,1905625
Avril Lavigne,It Was In Me,96397011,2019-02-21,2019-02-15T00:00:00.000Z,38206,434,6,6,1,true,0,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,38206,35272,40147,41315,38081,50903,75079,150051
Avril Lavigne,Souvenir,96397012,2019-02-21,2019-02-15T00:00:00.000Z,32899,382,6,6,1,true,37,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,32899,30168,35109,36536,32601,44588,66798,136037
Avril Lavigne,Crush,96397013,2019-02-21,2019-02-15T00:00:00.000Z,31122,382,6,6,1,true,0,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,31122,27926,32327,33402,30071,41056,61659,121713
Avril Lavigne,Goddess,96397014,2019-02-21,2019-02-15T00:00:00.000Z,31110,340,6,6,1,true,24,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,31110,28291,32401,33677,30148,40407,58892,125055
Avril Lavigne,Bigger Wow,96397015,2019-02-21,2019-02-15T00:00:00.000Z,27256,328,6,6,1,true,22,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,27256,25249,29168,30383,26942,36664,54325,110261
Avril Lavigne,Love Me Insane,96397016,2019-02-21,2019-02-15T00:00:00.000Z,29148,305,6,6,1,true,13,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,29148,25301,29841,31101,25736,35121,52211,111643
Avril Lavigne,We Are Warriors,96397017,2019-02-21,2019-02-15T00:00:00.000Z,30124,367,6,6,1,true,27,6731542,,6731542,6727567,6722967,6719146,6714492,6708363,6540038,,,,,,,,30124,28452,32479,33397,29760,39843,57508,126444
Xanman,Ice,96600588,2020-03-26,2020-03-20T00:00:00.000Z,14213,2559,6,6,1,true,13,174789,,174789,173667,173327,173327,172433,171647,171239,,,,,,,,14213,13562,14563,15852,18261,23412,37343,77873
Wiz Khalifa,Spacely Ft. Rocky Fontaine,96773928,2023-03-02,2023-02-24T00:00:00.000Z,3803,1,6,6,1,true,17,39823790,5100000,39823790,,,39803075,,,39782361,5100000,,,5100000,,,5100000,3803,4460,5013,4692,3588,4822,6209,12675
Wiz Khalifa,The Thrill,96804490,2020-11-12,2020-11-11T00:00:00.000Z,133829,325,1,6,1,true,0,69328,,69328,69306,,,,,,,,,,,,,133829,81617,,,,,,1761465
Kevo Muney,Make It This Far,97379264,2019-05-16,2019-05-10T00:00:00.000Z,5566,21205,6,6,1,true,16,38392,,38392,38151,37857,37549,37213,36856,36632,,,,,,,,5566,5502,5731,5856,5600,6265,6932,34108
Kevo Muney,Too Real,97379265,2019-05-16,2019-05-10T00:00:00.000Z,5063,16612,6,6,1,true,19,38392,,38392,38151,37857,37549,37213,36856,36632,,,,,,,,5063,5033,5205,5388,5261,6060,6751,31190
Kevo Muney,Back Against The Wall,97379266,2019-05-16,2019-05-10T00:00:00.000Z,12198,70247,6,6,1,true,31,38392,,38392,38151,37857,37549,37213,36856,36632,,,,,,,,12198,11708,12096,12545,12241,13504,14291,83656
Kevo Muney,Underrated,97379268,2019-05-16,2019-05-10T00:00:00.000Z,5773,17955,6,6,1,true,23,38392,,38392,38151,37857,37549,37213,36856,36632,,,,,,,,5773,5522,5959,6083,5947,6589,7606,38024
Kevo Muney,Congratulations,97379269,2019-05-16,2019-05-10T00:00:00.000Z,3417,11831,6,6,1,true,13,38392,,38392,38151,37857,37549,37213,36856,36632,,,,,,,,3417,3261,3467,3491,3402,4041,4406,20416
Matt Maeson,The Mask,98328300,2019-10-24,2019-10-18T00:00:00.000Z,10434,44937,6,6,1,true,28,51834,,51834,51671,51746,51507,51411,51305,51259,,,,,,,,10434,10642,11047,11075,8587,8749,10934,68674
A Boogie Wit Da Hoodie,Voices In My Head,98328301,2018-12-27,2018-12-21T00:00:00.000Z,511254,,6,6,1,true,19,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,511254,529609,470146,630130,693924,,,2817281
A Boogie Wit Da Hoodie,Beasty,98328302,2018-12-27,2018-12-21T00:00:00.000Z,513821,,6,6,1,true,49,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,513821,532905,469191,624586,688472,,,2849745
A Boogie Wit Da Hoodie,I Did It,98328303,2018-12-27,2018-12-21T00:00:00.000Z,392919,,6,6,1,true,45,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,392919,408734,354304,482699,538657,,,2147158
A Boogie Wit Da Hoodie,Swervin,98328304,2018-12-27,2018-12-21T00:00:00.000Z,1667355,,6,6,1,true,70,15732732,,15732732,3251278,3243076,15721525,15714387,,,,,,,,,,1667355,1605680,1338759,1645031,1662615,,,10877194
A Boogie Wit Da Hoodie,Demons And Angels,98328305,2018-12-27,2018-12-21T00:00:00.000Z,1118641,,6,6,1,true,66,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,1118641,1102513,939224,1176395,1254577,,,6699677
A Boogie Wit Da Hoodie,Love Drugs And Sex,98328306,2018-12-27,2018-12-21T00:00:00.000Z,746742,,6,6,1,true,63,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,746742,760063,648569,817222,878923,,,4279088
A Boogie Wit Da Hoodie,Skeezers,98328307,2018-12-27,2018-12-21T00:00:00.000Z,610080,,6,6,1,true,28,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,610080,620007,535406,688789,736887,,,3540538
A Boogie Wit Da Hoodie,Savage,98328308,2018-12-27,2018-12-21T00:00:00.000Z,508949,,6,6,1,true,50,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,508949,518717,446528,585876,634071,,,2900147
A Boogie Wit Da Hoodie,Come Closer,98328309,2018-12-27,2018-12-21T00:00:00.000Z,779960,,6,6,1,true,57,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,779960,784774,679027,867976,910463,,,4512233
A Boogie Wit Da Hoodie,Just Like Me,98328310,2018-12-27,2018-12-21T00:00:00.000Z,583811,,6,6,1,true,61,5605502,,5605502,5603882,3243076,5602729,5602724,,,,,,,,,,583811,586606,499783,654573,691842,,,3442175
A Boogie Wit Da Hoodie,Bosses And Workers,98328311,2018-12-27,2018-12-21T00:00:00.000Z,396241,,6,6,1,true,44,423141,,423141,422778,14453,3225719,3212518,,,,,,,,,,396241,407005,347980,461684,501918,,,2221980
A Boogie Wit Da Hoodie,Need A Best Friend,98328312,2018-12-27,2018-12-21T00:00:00.000Z,364715,,6,6,1,true,43,1133186,,1133186,,3243076,1111842,,,,,,,,,,,364715,370975,317501,423710,459341,,,2052283
A Boogie Wit Da Hoodie,The Reaper,98328313,2018-12-27,2018-12-21T00:00:00.000Z,327530,,6,6,1,true,16,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,327530,335333,287833,382894,420394,,,1833590
A Boogie Wit Da Hoodie,Uptown/Bustdown,98328314,2018-12-27,2018-12-21T00:00:00.000Z,393081,,6,6,1,true,46,4136295,,4136295,1723448,1723336,1723403,4122767,,,,,,,,,,393081,402575,349826,459379,499660,,,2274480
A Boogie Wit Da Hoodie,Billie Jean,98328315,2018-12-27,2018-12-21T00:00:00.000Z,306584,,6,6,1,true,46,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,306584,314708,272293,367336,401302,,,1720065
A Boogie Wit Da Hoodie,4 Min Convo (Favorite Song),98328316,2018-12-27,2018-12-21T00:00:00.000Z,455404,,6,6,1,true,53,3257406,,3257406,3251278,3243076,3225719,3212518,,,,,,,,,,455404,466264,411346,539059,586491,,,2612069
A Boogie Wit Da Hoodie,Track 5,98328810,2022-12-08,2022-12-08T00:00:00.000Z,1295,,0,6,1,true,29,6425704,711661,6425704,,,,,,,711661,,,,,,,1295,,,,,,,4097007
Christina Perri,You Mean The Whole Wide World,98328935,2019-01-17,2019-01-17T00:00:00.000Z,12594,52963,0,6,1,true,35,977462,,977462,,,,,,,,,,,,,,12594,,,,,,,63597
Joel Corry,Fallen (Feat. Hayley May),98329129,2019-02-21,2019-02-15T00:00:00.000Z,4142,27040,6,6,1,true,8,,,,,219964,,220176,220257,,,,,,,,,4142,3984,4096,4021,3802,4050,4109,28080
Christina Perri,A Dream Is A Wish Your Heart Makes,98722254,2019-01-17,2019-01-17T00:00:00.000Z,6108,0,0,6,1,true,36,977462,,977462,,,,,,,,,,,,,,6108,,,,,,,36816
Christina Perri,Dream A Little Dream Of Me,98817698,2019-01-17,2019-01-17T00:00:00.000Z,4070,0,0,6,1,true,37,977462,,977462,,,,,,,,,,,,,,4070,,,,,,,19074
Christina Perri,Dream A Little Dream Of Me (Si,98817699,2019-01-17,2019-01-17T00:00:00.000Z,1331,,0,6,1,true,35,977462,,977462,,,,,,,,,,,,,,1331,,,,,,,8705
Gnash,Insane,98933770,2019-01-10,2019-01-10T00:00:00.000Z,114,,0,6,1,true,17,269410,,269410,,,,,,,,,,,,,,114,,,,,,,132243
Gnash,P.S.,99095255,2019-01-10,2019-01-10T00:00:00.000Z,96,,0,6,1,true,15,269410,,269410,,,,,,,,,,,,,,96,,,,,,,92857
Christina Perri,Remember Me,99138269,2019-01-17,2019-01-17T00:00:00.000Z,6221,0,0,6,1,true,35,977462,,977462,,,,,,,,,,,,,,6221,,,,,,,49234
Galantis,San Francisco,99157203,2018-12-27,2018-12-21T00:00:00.000Z,69058,,6,6,1,true,38,1136508,,1136508,1135926,1135064,1134223,11812166,,,,,,,,,,69058,64706,39395,58469,58589,,,412283
Christina Perri,Stay Awake,99199070,2019-01-17,2019-01-17T00:00:00.000Z,4584,0,0,6,1,true,31,977462,,977462,,,,,,,,,,,,,,4584,,,,,,,29095
Christina Perri,Til There Was You,99250880,2019-01-17,2019-01-17T00:00:00.000Z,4531,0,0,6,1,true,46,977462,,977462,,,,,,,,,,,,,,4531,,,,,,,24862
Christina Perri,Til There Was You (Sing-A-Long,99250881,2019-01-17,2019-01-17T00:00:00.000Z,2093,,0,6,1,true,36,977462,,977462,,,,,,,,,,,,,,2093,,,,,,,36670
Christina Perri,Tonight You Belong To Me (Feat,99258122,2019-01-17,2019-01-17T00:00:00.000Z,4738,0,0,6,1,true,42,,,,,,,,,,,,,,,,,4738,,,,,,,25761
Christina Perri,Tonight You Belong To Me (Sing,99258123,2019-01-17,2019-01-17T00:00:00.000Z,1501,,0,6,1,true,36,977462,,977462,,,,,,,,,,,,,,1501,,,,,,,9281
Christina Perri,You Are My Sunshine,99306662,2019-01-17,2019-01-17T00:00:00.000Z,5962,0,0,6,1,true,72,977462,,977462,,,,,,,,,,,,,,5962,,,,,,,36596
Christina Perri,You Are My Sunshine (Sing-A-Lo,99306663,2019-01-17,2019-01-17T00:00:00.000Z,2812,,0,6,1,true,33,977462,,977462,,,,,,,,,,,,,,2812,,,,,,,20615
Christina Perri,You'Ve Got A Friend In Me,99313945,2019-01-17,2019-01-17T00:00:00.000Z,3872,,0,6,1,true,41,977462,,977462,,,,,,,,,,,,,,3872,,,,,,,18223
Christina Perri,You'Ve Got A Friend In Me (Sin,99313946,2019-01-17,2019-01-17T00:00:00.000Z,1406,,0,6,1,true,34,977462,,977462,,,,,,,,,,,,,,1406,,,,,,,8464
JayDaYoungan,No Play Zone,99425835,2019-05-23,2019-05-17T00:00:00.000Z,81586,163172,6,6,1,true,31,1377452,,1377452,1376846,1374345,1369043,1363934,1354037,1326293,,,,,,,,81586,88016,96909,105254,87146,110838,190287,398157
Lil Uzi Vert,Come This Way,99431240,2020-03-19,2020-03-13T00:00:00.000Z,685761,23569,6,6,1,true,49,11962286,,11962286,11948098,11932753,11916943,11917335,11835554,11822939,,,,,,,,685761,764004,880619,1067378,1215444,1737308,3026548,3331882
Kream & Cazztek,Enough,99615741,2018-12-27,2018-12-21T00:00:00.000Z,12093,,6,6,1,true,29,,,,,14232,23560,14236,,,,,,,,,,12093,10208,5865,9195,10319,,,29557
Raiche,Complicated,100577359,2019-01-10,2019-01-09T00:00:00.000Z,1788,,1,6,1,true,0,11628,,11628,11547,,,,,,,,,,,,,1788,1741,,,,,,22373
JoJo,Baby It's You (2018),100740497,2018-12-27,2018-12-21T00:00:00.000Z,30048,,6,6,1,true,45,,,,,,,,,,,,,,,,,30048,31860,24110,43498,55893,,,166383
JoJo,Not That Kinda Girl (2018),100740498,2018-12-27,2018-12-21T00:00:00.000Z,14336,,6,6,1,true,22,,,,,,,,,,,,,,,,,14336,14991,11225,21037,27262,,,68800
JoJo,Leave (Get Out) (2018),100740502,2018-12-27,2018-12-21T00:00:00.000Z,37136,,6,6,1,true,49,,,,,,,,,,,,,,,,,37136,37918,30904,52012,66526,,,246859
JoJo,Never Say Goodbye (2018),100740504,2018-12-27,2018-12-21T00:00:00.000Z,9773,,6,6,1,true,26,,,,,,,,,,,,,,,,,9773,10066,7175,13527,17966,,,44758
JoJo,Weak (2018),100740505,2018-12-27,2018-12-21T00:00:00.000Z,11672,,6,6,1,true,36,,,,,,,,,,,,,,,,,11672,12015,9329,16559,21015,,,58826
Sam Smith & Normani,Dancing With A Stranger,100961566,2019-01-17,2019-01-11T00:00:00.000Z,1289659,2383,6,6,1,true,70,317066,,317066,3813980,3812534,11351491,11342433,3803290,3801848,,,,,,,,1289659,1314418,1332196,1306057,1002391,1218708,1563714,8353240
Diplo,Boom Bye Bye,101790299,2019-01-24,2019-01-24T00:00:00.000Z,2198,,0,6,1,true,0,2225398,,2225398,,,,,,,,,,,,,,2198,,,,,,,381542
Kehlani,Nights Like This,105535194,2019-01-10,2019-01-10T00:00:00.000Z,447019,0,0,6,1,true,0,7019750,,7019750,,,,,,,,,,,,,,447019,,,,,,,7695595
Tank,Dirty,105567403,2019-05-23,2019-05-23T00:00:00.000Z,58086,418809,0,6,1,true,15,,,,,,,,,,,,,,,,,58086,,,,,,,522166
Farid Bang,#niemalsantäuschen,106233744,2019-01-17,2019-01-11T00:00:00.000Z,997,0,6,6,1,true,8,1653789,,1653789,1652114,1649836,1646958,1642954,1640665,1638165,,,,,,,,997,940,973,1039,753,779,701,7149
YoungBoy Never Broke Again,Kick Yo Door,106332520,2019-01-17,2019-01-14T00:00:00.000Z,309751,0,3,6,1,true,48,6061372,,6061372,6055482,6048409,6041469,,,,,,,,,,,309751,265056,143446,35392,,,,2367932
Teamarrr,Whory Heart,106372043,2019-02-14,2019-02-14T00:00:00.000Z,964,,0,6,1,true,0,19385,,19385,,,,,,,,,,,,,,964,,,,,,,8426
Why Don't We,Big Plans,106380815,2019-01-17,2019-01-16T00:00:00.000Z,415013,0,1,6,1,true,0,3640570,,3640570,3638908,,,,,,,,,,,,,415013,6362,,,,,,1895885
Sam Feldt x Kate Ryan,Gold,106419222,2019-03-07,2019-03-01T00:00:00.000Z,22387,87824,6,6,1,true,0,,,,,,,,,,,,,,,,,22387,22016,22715,22685,19513,24486,36420,120354
Plies,Drip 4 Sale,106460516,2019-04-18,2019-04-12T00:00:00.000Z,65656,316019,6,6,1,true,27,6624627,,6624627,7222683,7220104,6623931,7434106,6623467,6623236,,,,,,,,65656,63965,65833,63948,56770,73436,73692,463851
Weezer,Everybody Wants To Rule The World,106642283,2019-01-24,2019-01-24T00:00:00.000Z,345828,0,0,6,1,true,49,284240,,284240,,,,,,,,,,,,,,345828,,,,,,,1411782
Weezer,Sweet Dreams (Are Made Of This),106642284,2019-01-24,2019-01-24T00:00:00.000Z,297764,0,0,6,1,true,45,284240,,284240,,,,,,,,,,,,,,297764,,,,,,,1198690
Weezer,Take On Me,106642285,2019-01-24,2019-01-24T00:00:00.000Z,332590,0,0,6,1,true,50,284240,,284240,,,,,,,,,,,,,,332590,,,,,,,1660907
Weezer,Happy Together,106642286,2019-01-24,2019-01-24T00:00:00.000Z,266173,0,0,6,1,true,51,284240,,284240,,,,,,,,,,,,,,266173,,,,,,,1083795
Weezer,Paranoid,106642287,2019-01-24,2019-01-24T00:00:00.000Z,262688,0,0,6,1,true,40,284240,,284240,,,,,,,,,,,,,,262688,,,,,,,985914
Weezer,Mr. Blue Sky,106642288,2019-01-24,2019-01-24T00:00:00.000Z,280350,0,0,6,1,true,49,284240,,284240,,,,,,,,,,,,,,280350,,,,,,,1111059
Weezer,No Scrubs,106642289,2019-01-24,2019-01-24T00:00:00.000Z,336687,0,0,6,1,true,43,284240,,284240,,,,,,,,,,,,,,336687,,,,,,,1332515
Weezer,Billie Jean,106642290,2019-01-24,2019-01-24T00:00:00.000Z,280270,0,0,6,1,true,40,284240,,284240,,,,,,,,,,,,,,280270,,,,,,,1077642
Weezer,Stand By Me,106642291,2019-01-24,2019-01-24T00:00:00.000Z,233347,0,0,6,1,true,36,284240,,284240,,,,,,,,,,,,,,233347,,,,,,,941759
Dua Lipa,Swan Song,106642547,2019-04-18,2019-04-12T00:00:00.000Z,61972,455039,6,6,1,true,22,28567506,,28567506,28542805,28512943,28512943,28487121,,,,,,,,,,61972,62619,63496,66683,53035,60472,66682,393385
Hunter Hayes,Heartbreak,106675496,2019-05-30,2019-05-30T00:00:00.000Z,112631,783584,0,6,1,true,12,685165,,685165,,,,,,,,,,,,,,112631,,,,,,,884555
Betcha,Coincidental,106721609,2019-01-31,2019-01-25T00:00:00.000Z,3049,0,6,6,1,true,0,3130,,3130,3132,3132,3134,3130,3119,3122,,,,,,,,3049,3049,2950,2880,2605,2948,2985,30684
R3hab & Icona Pop,This Is How We Party,106751193,2019-02-14,2019-02-08T00:00:00.000Z,58026,42,6,6,1,true,23,2308387,,2308387,211204,211142,2307926,211167,211007,210940,,,,,,,,58026,62171,48403,49240,39340,64218,111687,215620
Kevin Gates,Right Game Wrong N****,106774167,2019-01-31,2019-01-28T00:00:00.000Z,174590,0,3,6,1,true,36,7249641,,7249641,7246203,7241737,7237082,,,,,,,,,,,174590,181252,200498,117081,,,,1403347
Billie Eilish,bad guy,106868768,2019-04-04,2019-03-29T00:00:00.000Z,4001601,13854,6,6,1,true,80,16258755,,16258755,16090422,15906400,15749884,15577689,15402496,15279903,,,,,,,,4001601,4118218,4353841,4532891,3768253,4326189,5109164,22658601
Billie Eilish,Ilomilo,106868830,2019-04-04,2019-03-29T00:00:00.000Z,1347166,8641,6,6,1,true,72,16258755,,16258755,16090422,15906400,15749884,15577689,15402496,15279903,,,,,,,,1347166,1444114,1588425,1743337,1496675,1731757,2389938,6566453
Rico Nasty,Roof,106869741,2019-01-31,2019-01-29T00:00:00.000Z,59950,0,2,6,1,true,34,509436,,509436,508275,507755,,,,,,,,,,,,59950,53978,17165,,,,,447267
Galantis,Bones,106939375,2019-01-31,2019-01-31T00:00:00.000Z,34236,0,0,6,1,true,56,1924512,,1924512,,,,,,,,,,,,,,34236,,,,,,,1533652
Christina Perri,A Thousand Years (Lullaby),106940194,2019-01-10,2019-01-04T00:00:00.000Z,26684,2310,6,6,1,true,0,975899,,975899,,,,974285,,973990,,,,,,,,26684,28021,28013,29671,25322,38011,76606,81866
Wiz Khalifa,Alright,106985076,2019-02-07,2019-02-01T00:00:00.000Z,357008,900,6,6,1,true,9,,,,6345361,6348028,25145405,25129037,,25094371,,,,,,,,357008,361676,384061,393724,329705,450057,640092,1780369
Wallows,Are You Bored Yet?,106985736,2019-02-07,2019-02-01T00:00:00.000Z,147760,287,6,6,1,true,0,752612,,752612,250588,749975,247094,242791,238277,741460,,,,,,,,147760,144771,156030,160343,128570,131622,168492,932343
Alec Benjamin,Stan,106999480,2019-01-31,2019-01-30T00:00:00.000Z,9182,0,1,6,1,true,44,455478,,455478,453217,,,,,,,,,,,,,9182,9603,,,,,,332744
Khalid,Talk,107031058,2019-02-07,2019-02-07T00:00:00.000Z,651667,0,0,6,1,true,63,5126491,,5126491,,,,,,,,,,,,,,651667,,,,,,,13378786
Trey Songz,Chi Chi,107069143,2019-02-07,2019-02-04T00:00:00.000Z,363041,0,3,6,1,true,51,50488475,,50488475,50471177,10628580,10625582,,,,,,,,,,,363041,388268,441873,284597,,,,2966632
Wallows,Only Friend,107153961,2019-03-28,2019-03-22T00:00:00.000Z,42555,364,6,6,1,true,50,316447,,316447,314425,312230,309773,306588,303209,302331,,,,,,,,42555,43943,50090,57619,47706,58599,103132,203438
Marina,Handmade Heaven,107213116,2019-02-14,2019-02-08T00:00:00.000Z,86892,450,6,6,1,true,29,1256444,,1256444,1255628,1254867,1252517,1249591,1247376,1246142,,,,,,,,86892,95286,97176,106387,100402,132310,228378,398848
Faouzia,Exothermic (Piano Version),107213269,2019-02-07,2019-02-07T00:00:00.000Z,1079,0,0,6,1,true,40,100109,,100109,,,,,,,,,,,,,,1079,,,,,,,12206
"David Guetta, Brooks & Loote",Better When You're Gone,107248198,2019-02-14,2019-02-08T00:00:00.000Z,163878,223,6,6,1,true,55,94004,,94004,18037,17990,93407,93217,92937,17709,,,,,,,,163878,170549,168116,181503,144392,194044,299356,1375933
Wiz Khalifa & Curren$y,Benz Boys,107249365,2019-02-14,2019-02-08T00:00:00.000Z,146168,1360,6,6,1,true,5,971469,,971469,25340912,969289,967252,25267807,25243494,4886267,,,,,,,,146168,157278,174453,207670,200674,277903,386115,576182
Wiz Khalifa,Find A Way,107249366,2019-02-14,2019-02-08T00:00:00.000Z,123848,1064,6,6,1,true,5,971469,,971469,25340912,25315753,967252,25267807,25243494,25208055,,,,,,,,123848,134306,154183,185265,179367,246139,331374,516571
Wiz Khalifa & Curren$y,Getting Loose,107249367,2019-02-14,2019-02-08T00:00:00.000Z,171504,857,6,6,1,true,39,971469,,971469,970510,969289,967252,192175,192143,192070,,,,,,,,171504,175382,184415,208143,186909,240376,315218,847631
Wiz Khalifa,First Or Last,107249368,2019-02-14,2019-02-08T00:00:00.000Z,81467,672,6,6,1,true,25,971469,,971469,25340912,25315753,967252,25267807,25243494,25208055,,,,,,,,81467,87614,100957,122468,116972,158961,218368,332742
Wiz Khalifa,Forever Ball,107249369,2019-02-14,2019-02-08T00:00:00.000Z,62190,603,6,6,1,true,24,25369021,,25369021,970510,969289,25291417,966072,964973,964050,,,,,,,,62190,67556,78355,94656,91726,126282,174708,269503
Wiz Khalifa,Garage Talk,107250101,2019-02-14,2019-02-08T00:00:00.000Z,111447,1866,6,6,1,true,5,971469,,971469,25340912,25315753,967252,25267807,25243494,25208055,,,,,,,,111447,119525,137836,180052,175052,251284,391813,432420
Wiz Khalifa,10 Piece,107250102,2019-02-14,2019-02-08T00:00:00.000Z,128425,1438,6,6,1,true,6,25369021,,25369021,970510,969289,25291417,966072,964973,964050,,,,,,,,128425,138248,155400,186690,183179,258093,377361,580714
Wiz Khalifa,Eastside,107250103,2019-02-14,2019-02-08T00:00:00.000Z,108932,953,6,6,1,true,27,25369021,,25369021,970510,969289,25291417,966072,964973,964050,,,,,,,,108932,118272,134936,163923,157950,213951,295575,448578
Wiz Khalifa,From The Start,107250104,2019-02-14,2019-02-08T00:00:00.000Z,86167,861,6,6,1,true,5,25369021,,25369021,970510,969289,25291417,966072,964973,964050,,,,,,,,86167,94284,108951,133589,130273,180300,257359,345587
Wiz Khalifa,No Clout Chasin,107250105,2019-02-14,2019-02-08T00:00:00.000Z,98549,726,6,6,1,true,5,971469,,971469,25340912,25315753,967252,25267807,25243494,25208055,,,,,,,,98549,106231,120374,145016,139079,185328,251507,402116
Wiz Khalifa,Stoned Gentleman,107250106,2019-02-14,2019-02-08T00:00:00.000Z,91553,735,6,6,1,true,26,971469,,971469,25340912,25315753,967252,25267807,25243494,25208055,,,,,,,,91553,99478,112788,134954,130176,175440,240234,369615
